age,starttime,gender,hhi,education,ideo5,newsint,corona1,stimulus_check,amount,employ,pres_2020,pres_2020lean,dfp_public_figure_ap_1,dfp_public_figure_ap_2,dfp_public_figure_ap_3,dfp_public_figure_ap_4,dfp_public_figure_ap_5,dfp_public_figure_ap_6,dfp_public_figure_ap_7,dfp_public_figure_ap_8,dfp_public_figure_ap_9,dfp_public_figure_ap_10
64,4/21/2020 12:19,Male,1,6,Moderate,Most of the time,Somewhat worried,No,,Retired,Joe Biden (Democrat),,Strongly disapprove,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat disapprove,Strongly approve
59,4/21/2020 12:26,Female,1,2,Not sure,Only now and then,Very worried,Yes,0,Permanently disabled,Would not vote,,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure
60,4/21/2020 12:16,Female,12,2,Conservative,Some of the time,Very worried,No,,Full-time,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Strongly approve,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat approve
46,4/21/2020 12:26,Male,12,5,Moderate,Some of the time,Somewhat worried,Yes,1200,Full-time,Joe Biden (Democrat),,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat approve
56,4/21/2020 12:21,Male,2,6,Moderate,Some of the time,Somewhat worried,No,,Unemployed,Joe Biden (Democrat),,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Strongly approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve
57,4/21/2020 12:20,Female,20,6,Conservative,Most of the time,Very worried,Yes,2200,Full-time,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly approve,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve
53,4/21/2020 12:20,Male,14,4,Moderate,Some of the time,Not too worried,Yes,1200,Full-time,Donald Trump (Republican),,Somewhat approve,Somewhat disapprove,Strongly disapprove,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat approve
43,4/21/2020 12:12,Male,14,6,Conservative,Most of the time,Very worried,Yes,1200,Full-time,Joe Biden (Democrat),,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat approve
48,4/21/2020 12:20,Male,1,8,Moderate,Most of the time,Very worried,No,,Unemployed,Joe Biden (Democrat),,Strongly disapprove,Not sure,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat approve,Not sure,Somewhat approve,Somewhat disapprove,Somewhat approve
72,4/21/2020 12:22,Female,7,4,Liberal,Most of the time,Somewhat worried,No,,Retired,Joe Biden (Democrat),,Strongly disapprove,Not sure,Somewhat approve,Somewhat disapprove,Somewhat approve,Strongly approve,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat approve
58,4/21/2020 12:17,Female,2,2,Moderate,Most of the time,Very worried,No,,Unemployed,Joe Biden (Democrat),,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Strongly approve,Somewhat disapprove,Strongly approve,Strongly disapprove,Strongly approve
45,4/21/2020 12:14,Female,5,7,Not sure,Most of the time,Not too worried,No,,Full-time,Not sure,Donald Trump (Republican),Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure
19,4/21/2020 12:25,Male,1,7,Very conservative,Some of the time,Not too worried,No,,Unemployed,Donald Trump (Republican),,Strongly approve,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove
32,4/21/2020 12:22,Male,14,6,Moderate,Some of the time,Very worried,No,,Full-time,Donald Trump (Republican),,Strongly approve,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Strongly approve
67,4/21/2020 12:22,Female,20,6,Conservative,Most of the time,Not worried at all,No,,Retired,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Not sure,Not sure,Somewhat approve,Somewhat disapprove,Not sure,Strongly approve,Strongly approve
67,4/21/2020 12:24,Male,7,6,Very conservative,Most of the time,Very worried,Yes,2400,Full-time,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve,Strongly disapprove,Somewhat approve,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve
67,4/21/2020 12:13,Female,17,4,Very conservative,Most of the time,Somewhat worried,Yes,1000,Temporarily laid off,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly approve,Not sure,Strongly disapprove,Strongly approve,Somewhat approve
34,4/21/2020 11:56,Female,6,6,Moderate,Some of the time,Somewhat worried,No,,Full-time,Donald Trump (Republican),,Somewhat disapprove,Not sure,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Not sure,Not sure,Somewhat disapprove,Somewhat approve
64,4/21/2020 12:00,Female,2,2,Conservative,Some of the time,Very worried,No,,Retired,Joe Biden (Democrat),,Somewhat approve,Strongly approve,Somewhat approve,Not sure,Not sure,Not sure,Not sure,Strongly approve,Somewhat approve,Strongly approve
70,4/21/2020 12:21,Female,5,5,Moderate,Some of the time,Somewhat worried,No,,Retired,Joe Biden (Democrat),,Strongly disapprove,Not sure,Strongly approve,Strongly disapprove,Somewhat approve,Strongly approve,Not sure,Strongly approve,Somewhat approve,Strongly approve
76,4/21/2020 12:21,Female,1,2,Moderate,Some of the time,Somewhat worried,No,,Retired,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Strongly approve,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat approve
67,4/21/2020 12:18,Female,10,6,Moderate,Some of the time,Somewhat worried,Yes,2400,Retired,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Not sure,Not sure,Somewhat disapprove,Not sure,Strongly disapprove,Somewhat approve,Somewhat approve
25,4/21/2020 12:24,Male,1,6,Not sure,Only now and then,Somewhat worried,Yes,1200,Temporarily laid off,Joe Biden (Democrat),,Strongly disapprove,Somewhat disapprove,Not sure,Somewhat approve,Not sure,Not sure,Not sure,Strongly approve,Somewhat approve,Strongly approve
70,4/21/2020 12:16,Female,7,7,Very conservative,Most of the time,Somewhat worried,Yes,1200,Retired,Donald Trump (Republican),,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Somewhat approve
56,4/21/2020 12:08,Female,4,2,Conservative,Only now and then,Not too worried,No,,Permanently disabled,Would not vote,,Somewhat approve,Not sure,Strongly disapprove,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Somewhat approve
56,4/21/2020 12:27,Male,8,4,Moderate,Most of the time,Somewhat worried,No,,Retired,Joe Biden (Democrat),,Strongly disapprove,Somewhat disapprove,Strongly approve,Strongly disapprove,Somewhat approve,Strongly approve,Somewhat approve,Somewhat approve,Strongly disapprove,Strongly approve
49,4/21/2020 12:10,Male,11,6,Liberal,Most of the time,Very worried,Yes,1200,Full-time,Joe Biden (Democrat),,Strongly disapprove,Strongly approve,Strongly approve,Somewhat disapprove,Somewhat disapprove,Strongly approve,Strongly approve,Strongly approve,Somewhat approve,Strongly approve
78,4/21/2020 12:18,Female,7,6,Very liberal,Most of the time,Somewhat worried,Yes,1200,Retired,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Somewhat disapprove,Strongly approve,Strongly approve,Strongly approve,Strongly disapprove,Somewhat approve
20,4/21/2020 12:26,Male,20,4,Moderate,Only now and then,Not worried at all,No,,Student,Donald Trump (Republican),,Somewhat disapprove,Not sure,Strongly disapprove,Not sure,Not sure,Somewhat disapprove,Not sure,Strongly disapprove,Strongly disapprove,Somewhat disapprove
58,4/21/2020 12:13,Female,8,5,Liberal,Most of the time,Somewhat worried,Yes,1200,Full-time,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve
56,4/21/2020 12:20,Female,11,6,Conservative,Most of the time,Somewhat worried,No,,Temporarily laid off,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Strongly approve,Strongly disapprove,Somewhat disapprove,Not sure,Strongly disapprove,Strongly approve,Strongly approve
63,4/21/2020 12:23,Female,6,4,Liberal,Most of the time,Somewhat worried,Yes,1200,Part-time,Joe Biden (Democrat),,Strongly disapprove,Somewhat disapprove,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve,Somewhat approve,Somewhat approve,Strongly disapprove,Strongly approve
65,4/21/2020 12:22,Female,15,6,Conservative,Some of the time,Somewhat worried,Yes,1200,Part-time,Donald Trump (Republican),,Somewhat approve,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Somewhat approve,Somewhat approve
55,4/21/2020 12:21,Female,2,5,Conservative,Some of the time,Not too worried,No,,Permanently disabled,Donald Trump (Republican),,Strongly approve,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Somewhat approve
59,4/21/2020 12:13,Female,6,4,Liberal,Most of the time,Very worried,No,,Permanently disabled,Not sure,Joe Biden (Democrat),Somewhat approve,Somewhat approve,Strongly approve,Somewhat approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Somewhat approve,Strongly approve
46,4/21/2020 12:28,Female,12,4,Liberal,Most of the time,Very worried,No,,Part-time,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly disapprove,Somewhat approve
71,4/21/2020 12:22,Male,5,2,Moderate,Some of the time,Somewhat worried,No,,Retired,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat approve
66,4/21/2020 12:23,Male,20,6,Conservative,Most of the time,Not too worried,No,,Full-time,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Somewhat approve,Strongly disapprove,Strongly approve,Somewhat approve
55,4/21/2020 12:27,Male,19,2,Very conservative,Most of the time,Somewhat worried,No,,Full-time,Donald Trump (Republican),,Somewhat approve,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Somewhat approve,Somewhat approve
19,4/21/2020 12:12,Female,1,2,Liberal,Most of the time,Somewhat worried,Yes,1200,Unemployed,Not sure,Joe Biden (Democrat),Strongly disapprove,Not sure,Not sure,Somewhat approve,Not sure,Somewhat approve,Not sure,Somewhat approve,Strongly disapprove,Strongly approve
49,4/21/2020 12:28,Female,19,6,Moderate,Some of the time,Somewhat worried,Yes,1200,Full-time,Joe Biden (Democrat),,Strongly disapprove,Somewhat disapprove,Somewhat approve,Not sure,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Somewhat disapprove,Somewhat disapprove
67,4/21/2020 12:00,Male,2,6,Moderate,Most of the time,Very worried,No,,Retired,Joe Biden (Democrat),,Somewhat disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve
63,4/21/2020 12:19,Female,5,2,Conservative,Only now and then,Not too worried,No,,Permanently disabled,Donald Trump (Republican),,Somewhat approve,Somewhat approve,Strongly disapprove,Not sure,Not sure,Not sure,Not sure,Not sure,Somewhat approve,Somewhat approve
40,4/21/2020 12:10,Male,21,7,Very liberal,Most of the time,Very worried,Yes,500,Full-time,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve
75,4/21/2020 12:19,Female,16,6,Conservative,Most of the time,Very worried,Yes,1200,Retired,Donald Trump (Republican),,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Somewhat disapprove,Strongly disapprove,Somewhat approve,Somewhat disapprove
55,4/21/2020 12:21,Female,15,3,Conservative,Some of the time,Somewhat worried,Yes,1200,Temporarily laid off,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat disapprove,Strongly approve,Somewhat approve
65,4/21/2020 12:22,Female,15,4,Very conservative,Most of the time,Very worried,No,,Retired,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat disapprove,Somewhat approve,Strongly disapprove,Strongly approve,Somewhat disapprove
65,4/21/2020 12:24,Female,4,4,Very liberal,Most of the time,Somewhat worried,Not sure,,Unemployed,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Somewhat approve,Strongly approve,Strongly approve,Strongly approve,Strongly disapprove,Somewhat approve
81,4/21/2020 12:27,Male,20,7,Very conservative,Most of the time,Somewhat worried,No,,Retired,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve,Strongly disapprove,Somewhat approve,Somewhat approve,Strongly disapprove,Strongly approve,Somewhat approve
57,4/21/2020 12:16,Female,19,6,Liberal,Most of the time,Very worried,No,,Part-time,Joe Biden (Democrat),,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Strongly approve,Strongly approve,Strongly approve,Strongly disapprove,Somewhat approve
66,4/21/2020 12:16,Female,5,4,Liberal,Most of the time,Very worried,Yes,1200,Retired,Joe Biden (Democrat),,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat disapprove,Strongly approve
68,4/21/2020 12:22,Female,5,7,Moderate,Only now and then,Not worried at all,Not sure,,Full-time,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Not sure,Strongly disapprove,Strongly approve,Strongly approve
78,4/21/2020 12:16,Female,19,7,Very conservative,Most of the time,Very worried,No,,Retired,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Somewhat approve,Not sure,Not sure,Not sure,Strongly disapprove,Strongly approve,Not sure
66,4/21/2020 12:16,Female,16,6,Moderate,Most of the time,Somewhat worried,No,,Full-time,Joe Biden (Democrat),,Somewhat disapprove,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Somewhat approve,Somewhat approve
21,4/21/2020 12:23,Male,13,2,Not sure,Some of the time,Not too worried,No,,Student,Donald Trump (Republican),,Strongly approve,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure
24,4/21/2020 12:27,Male,19,4,Conservative,Some of the time,Not too worried,No,,Full-time,Joe Biden (Democrat),,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Not sure,Somewhat approve,Somewhat approve,Strongly approve
63,4/21/2020 12:27,Male,4,2,Moderate,Some of the time,Somewhat worried,No,,Unemployed,Donald Trump (Republican),,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Somewhat approve
60,4/21/2020 12:13,Female,5,5,Very conservative,Most of the time,Somewhat worried,Yes,2400,Retired,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Strongly approve,Somewhat approve,Strongly approve,Not sure,Somewhat disapprove,Strongly approve,Strongly approve
50,4/21/2020 12:18,Female,6,4,Not sure,Hardly at all,Not too worried,No,,Homemaker,Not sure,Joe Biden (Democrat),Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure
77,4/21/2020 12:17,Female,2,7,Very conservative,Most of the time,Very worried,No,,Retired,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly approve
71,4/21/2020 12:20,Female,8,4,Conservative,Some of the time,Not worried at all,Yes,2400,Temporarily laid off,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Not sure,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove
57,4/21/2020 12:20,Male,1,2,Conservative,Most of the time,Somewhat worried,No,,Permanently disabled,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat approve
50,4/21/2020 12:23,Male,6,2,Conservative,Most of the time,Somewhat worried,Yes,2400,Unemployed,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly approve,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat approve
36,4/21/2020 11:54,Female,18,4,Liberal,Some of the time,Somewhat worried,Yes,1200,Full-time,Joe Biden (Democrat),,Strongly disapprove,Not sure,Not sure,Not sure,Not sure,Somewhat approve,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat disapprove
49,4/21/2020 12:26,Male,6,4,Conservative,Most of the time,Somewhat worried,No,,Retired,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Somewhat approve,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove
82,4/21/2020 12:18,Female,5,2,Conservative,Most of the time,Very worried,No,,Retired,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly approve,Somewhat approve,Strongly disapprove,Strongly approve,Strongly approve
60,4/21/2020 12:26,Male,19,4,Liberal,Most of the time,Somewhat worried,No,,Unemployed,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve
66,4/21/2020 12:24,Male,5,4,Conservative,Most of the time,Very worried,No,,Retired,Donald Trump (Republican),,Strongly approve,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat approve
80,4/21/2020 12:18,Female,7,6,Liberal,Most of the time,Somewhat worried,Yes,2400,Retired,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat approve
29,4/21/2020 12:22,Male,5,6,Conservative,Some of the time,Not too worried,No,,Unemployed,Donald Trump (Republican),,Not sure,Somewhat approve,Strongly disapprove,Somewhat approve,Not sure,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve
66,4/21/2020 12:24,Male,1,2,Very conservative,Some of the time,Not too worried,No,,Retired,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat disapprove
73,4/21/2020 12:23,Male,11,7,Very conservative,Most of the time,Not too worried,No,,Retired,Donald Trump (Republican),,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat disapprove
66,4/21/2020 12:23,Male,6,3,Moderate,Most of the time,Not too worried,No,,Retired,Donald Trump (Republican),,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve
46,4/21/2020 12:25,Male,20,6,Liberal,Most of the time,Somewhat worried,No,,Full-time,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly approve,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat approve
72,4/21/2020 12:30,Female,10,7,Very liberal,Most of the time,Very worried,Yes,1200,Retired,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly approve,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat approve
59,4/21/2020 12:18,Female,3,4,Liberal,Most of the time,Somewhat worried,No,,Temporarily laid off,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly approve,Somewhat approve,Strongly disapprove,Strongly approve
65,4/21/2020 12:17,Female,1,2,Conservative,Only now and then,Not too worried,No,,Retired,Not sure,Donald Trump (Republican),Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Somewhat approve
72,4/21/2020 12:24,Female,7,4,Conservative,Most of the time,Very worried,No,,Retired,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Not sure,Not sure,Strongly approve,Not sure,Strongly disapprove,Strongly approve,Strongly approve
66,4/21/2020 12:20,Male,9,2,Very conservative,Most of the time,Very worried,No,,Full-time,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat approve
55,4/21/2020 12:21,Female,8,7,Conservative,Most of the time,Very worried,Yes,1200,Part-time,Donald Trump (Republican),,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Strongly disapprove,Strongly approve,Strongly disapprove
47,4/21/2020 12:20,Female,20,6,Liberal,Some of the time,Somewhat worried,Yes,1700,Full-time,Joe Biden (Democrat),,Strongly disapprove,Somewhat disapprove,Strongly approve,Somewhat disapprove,Somewhat disapprove,Strongly approve,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat approve
72,4/21/2020 12:23,Male,23,8,Conservative,Some of the time,Very worried,No,,Part-time,Donald Trump (Republican),,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat approve,Somewhat approve
62,4/21/2020 12:09,Female,9,6,Liberal,Most of the time,Not too worried,No,,Unemployed,Joe Biden (Democrat),,Strongly disapprove,Not sure,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve,Somewhat approve,Strongly approve,Strongly disapprove,Somewhat approve
27,4/21/2020 12:24,Male,9,7,Very liberal,Some of the time,Very worried,Yes,1200,Full-time,Joe Biden (Democrat),,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Strongly approve
61,4/21/2020 12:24,Male,3,2,Very conservative,Some of the time,Not worried at all,Yes,2400,Permanently disabled,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat approve,Strongly approve
62,4/21/2020 12:25,Female,22,6,Liberal,Most of the time,Very worried,No,,Part-time,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat approve,Somewhat disapprove,Strongly disapprove,Somewhat disapprove
48,4/21/2020 12:27,Female,9,2,Moderate,Hardly at all,Very worried,Yes,1700,Full-time,Joe Biden (Democrat),,Strongly disapprove,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat approve,Strongly approve,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat approve
21,4/21/2020 12:01,Female,4,6,Very liberal,Some of the time,Very worried,No,,Student,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly approve,Somewhat approve,Strongly disapprove,Strongly approve
57,4/21/2020 12:26,Male,13,6,Very liberal,Some of the time,Somewhat worried,Not sure,,Full-time,Joe Biden (Democrat),,Strongly disapprove,Somewhat disapprove,Strongly approve,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Strongly approve,Strongly disapprove,Strongly approve
67,4/21/2020 12:27,Male,13,7,Conservative,Most of the time,Not too worried,Yes,1200,Retired,Donald Trump (Republican),,Somewhat approve,Strongly approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat disapprove,Strongly approve,Somewhat approve
48,4/21/2020 12:17,Female,6,4,Moderate,Most of the time,Not worried at all,No,,Full-time,Donald Trump (Republican),,Somewhat approve,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove
50,4/21/2020 11:56,Female,3,1,Moderate,Some of the time,Somewhat worried,No,,Permanently disabled,Donald Trump (Republican),,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Not sure,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve
55,4/21/2020 12:27,Male,20,6,Liberal,Some of the time,Very worried,No,,Full-time,Joe Biden (Democrat),,Strongly disapprove,Not sure,Somewhat approve,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat approve
72,4/21/2020 12:20,Male,12,5,Very conservative,Some of the time,Not too worried,Yes,2400,Retired,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat approve
34,4/21/2020 12:08,Male,6,4,Liberal,Some of the time,Somewhat worried,No,,Part-time,Joe Biden (Democrat),,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat approve,Strongly approve,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat approve
49,4/21/2020 12:22,Female,1,2,Not sure,Only now and then,Very worried,Yes,1200,Permanently disabled,Would not vote,,Strongly approve,Somewhat approve,Somewhat disapprove,Not sure,Not sure,Not sure,Not sure,Somewhat approve,Somewhat approve,Strongly approve
47,4/21/2020 12:28,Female,1,7,Moderate,Some of the time,Somewhat worried,No,,Unemployed,Joe Biden (Democrat),,Somewhat disapprove,Not sure,Not sure,Not sure,Not sure,Somewhat approve,Not sure,Not sure,Somewhat approve,Somewhat approve
74,4/21/2020 12:15,Female,6,2,Very conservative,Only now and then,Very worried,No,,Retired,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Not sure,Not sure,Not sure,Not sure,Strongly disapprove,Strongly approve,Strongly approve
53,4/21/2020 12:28,Male,7,2,Moderate,Most of the time,Very worried,No,,Full-time,Joe Biden (Democrat),,Somewhat disapprove,Not sure,Not sure,Somewhat approve,Somewhat disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat approve
51,4/21/2020 12:25,Male,19,4,Conservative,Some of the time,Somewhat worried,No,,Full-time,Donald Trump (Republican),,Strongly approve,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat disapprove
